0.559578398,0.555618848,0.52052829,1.03339686,1.00778215,0.901902732
0.558728107,0.554882457,0.519783348,1.03191413,1.00645451,0.900637331
0.557876163,0.554144546,0.519036919,1.03042845,1.00512412,0.899369385
0.557022571,0.553405117,0.518289006,1.02893983,1.00379098,0.898098899
0.556167334,0.552664173,0.517539613,1.02744827,1.00245511,0.896825879
0.555310455,0.551921718,0.516788743,1.02595377,1.00111651,0.895550329
0.554451938,0.551177755,0.516036399,1.02445635,0.999775183,0.894272256
0.553591787,0.550432286,0.515282583,1.022956,0.998431134,0.892991664
0.552730005,0.549685316,0.5145273,1.02145274,0.99708437,0.891708559
0.551866596,0.548936846,0.513770552,1.01994658,0.995734897,0.890422946
0.551001564,0.54818688,0.513012343,1.01843751,0.99438272,0.88913483
0.550134911,0.547435422,0.512252675,1.01692554,0.993027844,0.887844218
0.549266643,0.546682473,0.511491552,1.01541068,0.991670276,0.886551113
0.548396761,0.545928038,0.510728977,1.01389294,0.990310021,0.885255522
0.547525271,0.54517212,0.509964954,1.01237233,0.988947085,0.883957451
0.546652176,0.544414721,0.509199485,1.01084884,0.987581472,0.882656903
0.545777478,0.543655845,0.508432573,1.00932249,0.98621319,0.881353886
0.544901183,0.542895495,0.507664222,1.00779328,0.984842243,0.880048404
0.544023294,0.542133675,0.506894436,1.00626122,0.983468638,0.878740463
0.543143814,0.541370386,0.506123217,1.00472632,0.98209238,0.877430068
0.542262747,0.540605633,0.505350568,1.00318857,0.980713474,0.876117225
0.541380097,0.539839419,0.504576494,1.001648,0.979331927,0.874801939
0.540495868,0.539071747,0.503800996,1.00010459,0.977947744,0.873484216
0.539610063,0.538302619,0.503024079,0.998558374,0.976560931,0.872164061
0.538722686,0.53753204,0.502245745,0.99700934,0.975171494,0.87084148
0.537833741,0.536760013,0.501465999,0.995457501,0.973779439,0.869516479
0.536943232,0.53598654,0.500684842,0.993902862,0.972384771,0.868189063
0.536051162,0.535211625,0.499902279,0.992345429,0.970987496,0.866859237
0.535157535,0.534435272,0.499118314,0.990785211,0.96958762,0.865527007
0.534262355,0.533657483,0.498332948,0.989222212,0.968185149,0.864192379
0.533365625,0.532878261,0.497546185,0.98765644,0.966780089,0.862855358
0.532467351,0.532097611,0.49675803,0.986087901,0.965372445,0.861515951
0.531567534,0.531315535,0.495968484,0.984516602,0.963962224,0.860174162
0.53066618,0.530532036,0.495177553,0.982942549,0.962549431,0.858829997
0.529763292,0.529747118,0.494385238,0.981365749,0.961134073,0.857483463
0.528858873,0.528960784,0.493591543,0.97978621,0.959716155,0.856134564
0.527952928,0.528173038,0.492796471,0.978203936,0.958295683,0.854783306
0.527045461,0.527383882,0.492000027,0.976618936,0.956872663,0.853429695
0.526136475,0.52659332,0.491202213,0.975031216,0.955447101,0.852073737
0.525225974,0.525801356,0.490403033,0.973440782,0.954019003,0.850715438
0.524313962,0.525007992,0.48960249,0.971847642,0.952588376,0.849354803
0.523400444,0.524213233,0.488800587,0.970251802,0.951155224,0.847991838
0.522485422,0.52341708,0.487997328,0.968653268,0.949719554,0.846626548
0.521568901,0.522619539,0.487192717,0.967052048,0.948281373,0.84525894
0.520650885,0.521820611,0.486386756,0.965448149,0.946840686,0.84388902
0.519731377,0.521020301,0.48557945,0.963841576,0.945397499,0.842516793
0.518810382,0.520218611,0.484770801,0.962232338,0.943951818,0.841142264
0.517887904,0.519415546,0.483960814,0.960620441,0.94250365,0.839765441
0.516963946,0.518611108,0.483149491,0.959005891,0.941053,0.838386328
0.516038513,0.517805301,0.482336835,0.957388696,0.939599874,0.837004931
0.515111607,0.516998129,0.481522852,0.955768862,0.93814428,0.835621257
0.514183235,0.516189594,0.480707543,0.954146397,0.936686222,0.834235311
0.513253398,0.515379701,0.479890913,0.952521307,0.935225707,0.832847099
0.512322102,0.514568452,0.479072965,0.9508936,0.933762742,0.831456628
0.51138935,0.513755851,0.478253702,0.949263281,0.932297332,0.830063902
0.510455147,0.512941901,0.477433129,0.947630359,0.930829483,0.828668928
0.509519496,0.512126607,0.476611247,0.945994839,0.929359202,0.827271712
0.508582401,0.511309971,0.475788062,0.94435673,0.927886495,0.82587226
0.507643867,0.510491996,0.474963577,0.942716038,0.926411368,0.824470578
0.506703897,0.509672687,0.474137794,0.94107277,0.924933828,0.823066672
0.505762496,0.508852047,0.473310718,0.939426933,0.92345388,0.821660547
0.504819668,0.508030079,0.472482352,0.937778534,0.921971531,0.82025221
0.503875415,0.507206787,0.4716527,0.936127581,0.920486788,0.818841667
0.502929744,0.506382174,0.470821765,0.93447408,0.918999656,0.817428923
0.501982658,0.505556244,0.469989552,0.932818038,0.917510142,0.816013986
0.50103416,0.504729,0.469156062,0.931159463,0.916018252,0.814596861
0.500084255,0.503900445,0.468321301,0.929498361,0.914523993,0.813177553
0.499132948,0.503070585,0.467485271,0.92783474,0.91302737,0.81175607
0.498180242,0.502239421,0.466647977,0.926168608,0.911528391,0.810332417
0.497226141,0.501406957,0.465809421,0.92449997,0.910027061,0.8089066
0.496270649,0.500573197,0.464969609,0.922828834,0.908523387,0.807478625
0.495313771,0.499738145,0.464128542,0.921155208,0.907017376,0.806048499
0.494355511,0.498901804,0.463286225,0.919479099,0.905509034,0.804616228
0.493395873,0.498064177,0.462442661,0.917800513,0.903998366,0.803181818
0.492434861,0.497225269,0.461597854,0.916119459,0.902485381,0.801745275
0.491472479,0.496385082,0.460751809,0.914435943,0.900970083,0.800306605
0.490508732,0.495543621,0.459904527,0.912749973,0.89945248,0.798865814
0.489543623,0.494700889,0.459056014,0.911061556,0.897932579,0.797422909
0.488577157,0.493856889,0.458206272,0.909370698,0.896410385,0.795977896
0.487609339,0.493011626,0.457355306,0.907677409,0.894885904,0.794530781
0.486640171,0.492165102,0.456503119,0.905981694,0.893359145,0.793081571
0.485669659,0.491317322,0.455649714,0.904283562,0.891830113,0.791630271
0.484697807,0.490468289,0.454795097,0.902583019,0.890298814,0.790176888
0.483724619,0.489618007,0.453939269,0.900880073,0.888765255,0.788721428
0.482750099,0.488766479,0.453082236,0.899174731,0.887229444,0.787263897
0.481774252,0.487913709,0.452224,0.897467001,0.885691386,0.785804302
0.480797081,0.487059701,0.451364565,0.89575689,0.884151087,0.78434265
