515.940078,521.983269,566.232421,531.4042,557.725132
518.962374,525.059785,568.962165,534.332753,560.229611
521.342881,527.473624,570.912339,536.596395,562.052628
523.112626,529.248082,572.029041,538.200804,563.1462
524.729082,530.869964,573.100744,539.67843,564.193048
526.217542,532.364429,574.125262,541.0482,565.192333
527.59608,533.749307,575.100835,542.323479,566.143354
528.878057,535.037672,576.026014,543.514034,567.045515
530.073628,536.239385,576.899576,544.627199,567.898288
531.19069,537.36205,577.720478,545.66861,568.701208
532.235503,538.411651,578.487813,546.642683,569.453852
533.213109,539.39297,579.200786,547.552931,570.155841
534.127632,540.309884,579.858694,548.402191,570.806824
534.35793,540.579747,580.501133,548.73864,571.350814
534.196695,540.476053,581.10666,548.773317,571.811014
534.309938,540.625308,581.633628,548.992188,572.246742
534.642453,540.976657,582.086776,549.356248,572.653914
535.149593,541.488036,582.469234,549.833065,573.029186
535.795019,542.124592,582.783044,550.39564,573.369751
536.548978,542.857382,583.029513,551.021453,573.673195
537.386962,543.662302,583.209454,551.691675,573.937405
538.288672,544.519225,583.323339,552.390521,574.160497
539.237206,545.411288,583.371415,553.104715,574.340772
540.218414,546.324319,583.353773,553.823061,574.47668
541.220391,547.246368,583.270401,554.536081,574.5668
542.233074,548.167325,583.121219,555.235725,574.609812
543.247913,549.078608,582.906104,555.915134,574.604495
544.257612,549.972903,582.624905,556.568437,574.549706
545.255914,550.84396,582.277459,557.190596,574.444374
546.237432,551.686417,581.863595,557.777267,574.287495
547.197505,552.495655,581.383146,558.324692,574.078122
548.132081,553.267683,580.835948,558.829603,573.815361
549.037626,553.999037,580.221848,559.289152,573.498368
549.911039,554.686699,579.540705,559.700838,573.12634
550.749587,555.328026,578.792394,560.06246,572.698514
551.550854,555.920697,577.976805,560.372068,572.214163
