737.855372,617.170267,455.286857,589.927053,534.175576
736.558282,619.699151,459.522467,592.818867,537.633248
735.802919,622.202631,463.465971,595.650671,540.97475
735.424441,624.664327,467.186133,598.414644,544.207249
735.318292,627.075513,470.72724,601.107688,547.337367
735.414286,629.431625,474.119532,603.729048,550.370977
735.66324,631.730503,477.384605,606.27937,553.313368
736.029503,633.971419,480.538453,608.759995,556.169294
724.506392,632.327867,487.650531,608.191788,557.515637
704.64174,627.348778,497.352726,605.04451,557.701648
688.5104,622.952029,505.537273,602.354766,558.159742
675.176613,619.046938,512.562488,600.032183,558.800189
663.988349,615.55985,518.684123,598.009701,559.564299
654.478118,612.430249,524.088741,596.235956,560.412485
646.302714,609.60799,528.91513,594.670642,561.317351
639.204736,607.051241,533.268352,593.281534,562.259535
632.987711,604.724901,537.22919,592.042483,563.225107
627.499249,602.599359,540.860652,590.93201,564.203897
622.619467,600.649517,544.212513,589.93227,565.188394
618.252861,598.854003,547.32457,589.028415,566.172994
614.322481,597.194535,550.22899,588.207855,567.153489
610.765715,595.655414,552.952034,587.459939,568.126704
607.531031,594.223102,555.515346,586.77558,569.090237
604.263244,592.522904,557.453289,585.754846,569.587453
600.930473,590.550731,558.772938,584.395899,569.616132
597.81509,588.660805,559.966944,583.084803,569.627944
594.890159,586.843347,561.045003,581.814509,569.620186
592.132699,585.089793,562.01537,580.578878,569.59061
589.522989,583.392614,562.885122,579.372543,569.537344
587.044016,581.745168,563.660335,578.190793,569.458819
584.681026,580.141578,564.346355,577.029478,569.353717
582.421166,578.576623,564.947767,575.884927,569.220927
580.253185,577.045655,565.468618,574.75389,569.059511
578.167197,575.544493,565.912468,573.633474,568.868677
576.154477,574.069478,566.282474,572.521099,568.647755
574.207298,572.617242,566.581438,571.41446,568.396179
