554.748207,550.620144,536.33003,547.564148,540.13203
558.123691,553.450344,537.472724,550.05883,541.827502
561.156032,556.028021,538.664721,552.36757,543.496495
563.928425,558.413506,539.884724,554.53218,545.135783
566.494965,560.645645,541.118827,556.579583,546.743513
568.893019,562.750992,542.357505,558.528214,548.318621
571.149501,564.748567,543.594,560.391319,549.860632
573.28451,566.652518,544.823391,562.178797,551.369333
575.313499,568.473702,546.042028,563.898291,552.844769
577.248643,570.220671,547.247168,565.555866,554.287147
579.099738,571.900317,548.436734,567.156454,555.69679
580.874808,573.518303,549.609144,568.704145,557.074107
582.580528,575.079362,550.7632,570.202396,558.419566
584.222531,576.58751,551.897998,571.654174,559.733681
585.805627,578.046201,553.012866,573.062058,561.016994
587.333969,579.458471,554.107318,574.428321,562.270075
588.81118,580.826904,555.181017,575.754989,563.493504
590.240448,582.153876,556.233745,577.04388,564.687873
590.776345,582.874269,557.44548,577.871184,565.756687
590.349959,582.935221,558.82313,578.194938,566.685632
589.807704,582.899568,560.184183,578.436568,567.569798
589.496157,583.155575,562.042912,579.013311,568.892981
589.040145,583.260964,563.772019,579.441354,570.077661
588.455641,583.226929,565.368121,579.729453,571.126777
587.756112,583.063236,566.828677,579.885354,572.043112
586.952915,582.778424,568.151921,579.915915,572.829285
586.055633,582.379971,569.336701,579.827223,573.487748
585.072356,581.874445,570.382366,579.624692,574.020792
584.009921,581.267628,571.28867,579.313149,574.430559
582.874107,580.564624,572.055698,578.896913,574.71905
581.669803,579.769951,572.683806,578.379859,574.88814
580.401146,578.887624,573.17357,577.765473,574.939591
579.071638,577.921216,573.525747,577.056905,574.875068
577.684241,576.873922,573.74124,576.257009,574.696145
576.241457,575.748606,573.821073,575.368381,574.404322
574.745401,574.547842,573.76637,574.39339,574.001031
