0.041535897,0.054330881,0.068148519,0.082898876,0.0985101,0.114923272,0.1320891,0.149965693,0.168516982,0.18771158,0.207521922,0.22792361,0.248894903,0.270416307,0.292470253,0.315040826,0.338113548,0.361675195,0.388523372,0.419431014,0.451855863,0.485315312,0.520347994,0.556980425,0.595241064,0.635160414,0.676771137,0.720108164,0.765208835,0.812113033,0.860863342,0.911505212,0.964087146,1.0186609,1.0752817,1.1340085
0.040951666,0.053572321,0.067203322,0.081756009,0.097159543,0.113355826,0.130296252,0.147939501,0.166249996,0.18519677,0.204752625,0.224893483,0.245597886,0.266846588,0.288622244,0.310909137,0.333692967,0.356960671,0.38346454,0.413964887,0.445960498,0.478979284,0.513548123,0.549692943,0.587441569,0.626823831,0.667871664,0.710619225,0.755103027,0.801362066,0.849437982,0.899375219,0.951221201,1.00502654,1.06084523,1.1187349
0.040355928,0.052798768,0.066239382,0.080590413,0.095782053,0.111757044,0.128467475,0.145872613,0.163937379,0.182631238,0.201927364,0.221802007,0.242233995,0.263204339,0.28469592,0.306693224,0.329182133,0.352149748,0.378302212,0.40838698,0.439944645,0.472513803,0.506609388,0.542256729,0.57948301,0.618317373,0.658791016,0.700937311,0.744791926,0.790392961,0.837781095,0.886999746,0.938095247,0.991117035,1.04611787,1.10315404
0.039748917,0.052010524,0.065257076,0.079402543,0.094378168,0.110127548,0.126603482,0.143765834,0.161580034,0.180015984,0.19904724,0.218650385,0.238804541,0.259490979,0.280692811,0.302394729,0.324582803,0.3472443,0.373038396,0.402699464,0.433810644,0.465921386,0.499534491,0.534674679,0.571368487,0.609644353,0.649532731,0.691066193,0.734279551,0.779209994,0.825897224,0.87438362,0.924714402,0.976937823,1.03110537,1.087272
0.03913087,0.051207898,0.06425679,0.078192866,0.092948439,0.10846798,0.124705006,0.141619991,0.159178884,0.177352033,0.196113382,0.215439853,0.235310868,0.255707962,0.276614483,0.298015334,0.319896776,0.342246245,0.367675151,0.396904564,0.427560895,0.459204611,0.492326198,0.526949761,0.563101173,0.600808166,0.640100433,0.681009735,0.723570018,0.767817543,0.813791024,0.861531781,0.911083909,0.962494456,1.01581363,1.07109499
0.038502033,0.050391208,0.063238918,0.076961859,0.091493432,0.106778992,0.122772795,0.13943593,0.156734876,0.174640434,0.193126944,0.212171674,0.231754349,0.251856775,0.27246254,0.293556762,0.315125894,0.337157547,0.362214585,0.391004557,0.421197855,0.452366118,0.484987343,0.519085009,0.554684318,0.591812284,0.630497829,0.670771892,0.712667539,0.75622009,0.801467257,0.848449288,0.897209134,0.947792622,1.00024865,1.05462941
0.037862656,0.049560778,0.062203866,0.075710011,0.090013722,0.105061256,0.120807613,0.137214516,0.154248977,0.171882261,0.190089109,0.208847141,0.228136392,0.247938942,0.268238623,0.289020774,0.310272041,0.331980215,0.356658854,0.385001774,0.414724035,0.445408608,0.477520825,0.511083532,0.54612125,0.582660264,0.620728717,0.660356712,0.701576425,0.744422223,0.7889308,0.835141318,0.883095569,0.932838142,0.984416616,1.03788176
0.037212993,0.04871694,0.061152046,0.074437821,0.0885099,0.103315454,0.118810245,0.134956634,0.151722177,0.169078611,0.187001085,0.205467576,0.224458434,0.243956019,0.263944411,0.28440917,0.305337145,0.326716305,0.351010162,0.378898595,0.408142007,0.438334844,0.469929609,0.502948506,0.537415367,0.573355739,0.610796975,0.649768333,0.690301084,0.732428631,0.776186636,0.821613163,0.868748827,0.917636965,0.968323816,1.02085872
0.036553307,0.047860032,0.060083881,0.0731458,0.086982569,0.101542289,0.116781491,0.132663187,0.149155488,0.166230607,0.183864108,0.202034331,0.220721946,0.239909598,0.259581618,0.279723794,0.300323176,0.321367918,0.345270764,0.372697458,0.401454396,0.431147648,0.462216724,0.494683178,0.528570146,0.563902427,0.600706572,0.639010985,0.678846021,0.720244107,0.763239861,0.807870233,0.854174648,0.902195174,0.951976695,1.00356711
0.035883863,0.046990403,0.058999801,0.071834469,0.085432345,0.099742473,0.114722168,0.1303351,0.146549943,0.163339394,0.180679438,0.198548785,0.21692843,0.235801304,0.255151997,0.274966526,0.295232146,0.315937198,0.339442962,0.366400851,0.394663887,0.423849905,0.454385266,0.486290868,0.519589139,0.554304122,0.59046156,0.628088989,0.667215839,0.707873549,0.75009568,0.793918054,0.839378894,0.886518983,0.935381832,0.986013876
0.035204935,0.046108404,0.057900249,0.070504362,0.083859858,0.097916739,0.112633112,0.127973316,0.143906597,0.160406143,0.177448366,0.195012349,0.213079419,0.231632799,0.250657338,0.270139286,0.29006611,0.310426339,0.333529108,0.360011313,0.387773221,0.41644456,0.446438397,0.477774962,0.510475971,0.544564701,0.580066077,0.617006758,0.65541524,0.695321958,0.736759408,0.779762271,0.824367553,0.870614737,0.918545948,0.968206138
0.034516801,0.045214397,0.056785672,0.069156021,0.082265749,0.096065829,0.110515173,0.125578798,0.141226527,0.157432048,0.174172205,0.191426462,0.209176479,0.227405776,0.246099466,0.265244037,0.284827167,0.304837576,0.327531602,0.353531439,0.380785194,0.40893462,0.438379342,0.469138919,0.501234344,0.534688122,0.569524348,0.605768798,0.643449019,0.682594438,0.72323647,0.765408643,0.809146734,0.854488912,0.9014759,0.950151153
0.033819744,0.04430875,0.05565653,0.06779,0.080650674,0.094190505,0.108369222,0.123152528,0.138510832,0.154418328,0.170852298,0.187792592,0.205221207,0.223121964,0.241480246,0.260282779,0.279517456,0.299173193,0.321452893,0.346963876,0.373702661,0.401323153,0.430211396,0.460386269,0.491868036,0.524678421,0.558840683,0.594379703,0.631322073,0.669696198,0.709532402,0.750863049,0.793722673,0.838148117,0.884178686,0.931856324
